"generations","lieu_naissance","geo_coord","effectif"
"1951-1975",Höchst,Point(8.546666666 50.098888888),1
"1951-1975",Graz,Point(15.438611111 47.070833333),1
"1951-1975",Hamilton,Point(-79.869166666 43.256666666),1
"1951-1975",Montevideo,Point(-56.166666666 -34.866666666),4
"1951-1975",Pistoia,Point(10.916666666 43.933333333),1
"1951-1975",Changhua County,Point(120.533333333 23.933333333),1
"1951-1975",Tolyatti,Point(49.416666666 53.516666666),1
"1951-1975",Bairin Right Banner,Point(118.67202 43.5247),1
"1951-1975",Santai County,Point(105.02254 31.11961),1
"1951-1975",Santai County,Point(105.087 31.09202),1
"1951-1975",Győr,Point(17.634444444 47.684166666),1
"1951-1975",Philadelphia,Point(-75.163611111 39.952777777),2
"1951-1975",Port Said,Point(32.306111111 31.2625),1
"1951-1975",Bayonne,Point(-1.476388888 43.4925),2
"1951-1975",Kolkata,Point(88.3638815 22.5726723),5
"1951-1975",Chennai,Point(80.275 13.0825),1
"1951-1975",Delhi,Point(77.216666666 28.666666666),2
"1951-1975",Dhaka,Point(90.394444444 23.728888888),1
"1951-1975",Dubna,Point(37.15 56.75),1
"1951-1975",Bengaluru,Point(77.5912997 12.9791198),3
"1951-1975",Torroella de Montgrí,Point(3.128611111 42.043888888),1
"1951-1975",Brezová pod Bradlom,Point(17.537222222 48.665277777),1
"1951-1975",Zhukovka,Point(33.728055555 53.533888888),1
"1951-1975",Rombo District,Point(37.46666667 -3.01666667),1
"1951-1975",Esperanza,Point(-60.931666666 -31.448888888),1
"1951-1975",Xirivella,Point(-0.426666666 39.465555555),1
"1951-1975",Guelta Zemmur,Point(-12.366666666 25.15),1
"1951-1975",Guelta Zemmur,Point(-12.89066 25.25419),1
"1951-1975",Camden,Point(-75.1066 39.9368),2
"1951-1975",New York,Point(-75.0 43.0),1
"1951-1975",Princeton,Point(-74.656944444 40.352222222),3
"1951-1975",Vic,Point(2.254575 41.930379),1
"1951-1975",Rhode Island,Point(-71.5 41.7),1
"1951-1975",Maryland,Point(-76.7 39.0),2
"1951-1975",Rubí,Point(2.0325 41.493333333),1
"1951-1975",Terrassa,Point(2.008055555 41.561111111),1
"1951-1975",Westmount,Point(-73.600555555 45.481388888),1
"1951-1975",Ohio,Point(-82.5 40.5),1
"1951-1975",Waikato,Point(175.333333333 -37.5),1
"1951-1975",Pennsylvania,Point(-77.5 41.0),1
"1951-1975",Tainan,Point(120.183333333 22.983333333),2
"1951-1975",New Jersey,Point(-74.5 40.0),5
"1951-1975",Lyubertsy,Point(37.894444444 55.678333333),1
"1951-1975",France,Point(2.0 47.0),1
"1951-1975",Portuguese Timor,Point(125.583333 -8.55),1
"1951-1975",Cajeme,Point(-109.833333333 27.75),1
"1951-1975",Vitoria-Gasteiz,Point(-2.673055555 42.846666666),1
"1951-1975",Saint-Georges,Point(-70.666666666 46.116666666),1
"1951-1975",Fort William,Point(-89.28 48.38),1
"1951-1975",San Martín,Point(-73.698611111 3.696944444),1
"1951-1975",Kamyshlov,Point(62.716666666 56.85),1
"1951-1975",Huasco,Point(-71.216666666 -28.45),1
"1951-1975",Iquique,Point(-70.1524 -20.2141),1
"1951-1975",Genoa,Point(8.933983333 44.407186111),1
"1951-1975",United Kingdom,Point(-2.0 54.6),5
"1951-1975",Makassar,Point(119.4361643 -5.1618599),1
"1951-1975",Zanjan,Point(48.483333333 36.666666666),1
"1951-1975",Saint Catherine Parish,Point(-77.0 18.0),1
"1951-1975",Saint Helier,Point(-2.11 49.185833333),1
"1951-1975",Mandera County,Point(40.6667 3.41667),1
"1951-1975",Zaria,Point(7.7 11.066666666),1
"1951-1975",People's Republic of China,Point(103.451944444 35.844722222),4
"1951-1975",Zarzis,Point(11.116666666 33.5),1
"1951-1975",Buenos Aires,Point(-58.381944444 -34.599722222),7
"1951-1975",Mettmann,Point(6.966666666 51.25),1
"1951-1975",Mexico City,Point(-99.145555555 19.419444444),5
"1951-1975",La Paz,Point(-68.133333333 -16.495833333),3
"1951-1975",Barcelona,Point(2.176944444 41.3825),10
"1951-1975",Esmeraldas,Point(-79.666666666 0.95),1
"1951-1975",Finchley,Point(-0.187 51.599),1
"1951-1975",Meru County,Point(37.63333333 0.05),1
"1951-1975",Tarragona,Point(1.252777777 41.1175),1
"1951-1975",New Mexico,Point(-106.0 34.0),2
"1951-1975",Amdoukal,Point(5.171944444 35.129722222),1
"1951-1975",Baghdad,Point(44.366111111 33.315277777),1
"1951-1975",Caracas,Point(-66.933333333 10.5),7
"1951-1975",Wisconsin,Point(-89.5 44.5),1
"1951-1975",Badalona,Point(2.233333333 41.433333333),1
"1951-1975",L'Hospitalet de Llobregat,Point(2.099166666 41.358888888),2
"1951-1975",Brazil,Point(-53.0 -14.0),1
"1951-1975",Guatemala City,Point(-90.52525 14.609861111),5
"1951-1975",Gwanda,Point(29.025 -20.945),1
"1951-1975",Brig,Point(7.966389 46.316389),1
"1951-1975",Havana,Point(-82.358888888 23.136666666),3
"1951-1975",Kagoshima,Point(130.557138888 31.596805555),1
"1951-1975",Poltava,Point(34.551388888 49.589444444),1
"1951-1975",Zamora,Point(-5.755555555 41.503333333),1
"1951-1975",Beaver Dam,Point(-88.836066 43.459967),1
"1951-1975",Vinnytsia,Point(28.467222222 49.237222222),1
"1951-1975",Nowa Sól,Point(15.716666666 51.8),1
"1951-1975",Bagadó,Point(-76.415833333 5.410277777),1
"1951-1975",Lysva,Point(57.804327777 58.100380555),1
"1951-1975",Nuquí,Point(-77.270277777 5.706944444),1
"1951-1975",Malgobek,Point(44.583333333 43.516666666),1
"1951-1975",Sorokyne,Point(39.733333333 48.3),1
"1951-1975",Missouri,Point(-92.5 38.5),2
"1951-1975",Ramallah,Point(35.201666666 31.896944444),1
"1951-1975",Tanganyika Territory,Point(39.283333 -6.8),1
"1951-1975",Shusha,Point(46.750376945 39.760213203),1
"1951-1975",Russia,Point(94.25 66.416666666),1
"1951-1975",Igualada,Point(1.620833333 41.581388888),1
"1951-1975",Canada,Point(-109.0 56.0),1
"1951-1975",Reading,Point(-0.973055555 51.454166666),1
"1951-1975",Maarn,Point(5.3731 52.0642),1
"1951-1975",Monteros,Point(-65.49832 -27.16741),1
"1951-1975",Monteros,Point(-65.5 -27.166666666),1
"1951-1975",Lanús,Point(-58.4 -34.7),1
"1951-1975",Sittingbourne,Point(0.74 51.34),1
"1951-1975",Dezhou,Point(116.31046 37.45127),1
"1951-1975",Eskoriatza,Point(-2.5283464 43.0168367),1
"1951-1975",Thrissur,Point(76.21 10.52),1
"1951-1975",Hyderabad,Point(68.368333333 25.379166666),1
"1951-1975",Louis Trichardt,Point(29.9 -23.05),1
"1951-1975",Kalbajar,Point(46.038333333 40.106666666),1
"1951-1975",Sidi M'Hamed,Point(3.05861111 36.7575),1
"1951-1975",Salina,Point(-97.6072 38.8242),1
"1951-1975",Busan,Point(129.075 35.18),2
"1951-1975",Francistown,Point(27.5125 -21.173611111),1
"1951-1975",San Diego,Point(-117.1625 32.715),2
"1951-1975",Denver,Point(-104.984722222 39.739166666),1
"1951-1975",Houston,Point(-95.383055555 29.762777777),1
"1951-1975",Phoenix,Point(-112.073888888 33.448333333),1
"1951-1975",El Paso,Point(-106.488611111 31.759166666),1
"1951-1975",Memphis,Point(-89.971111111 35.1175),3
"1951-1975",Jacksonville,Point(-81.65 30.316666666),1
"1951-1975",Malatya,Point(38.3094 38.35062),1
"1951-1975",West Lafayette,Point(-86.9125 40.441944444),1
"1951-1975",Long Beach,Point(-118.195555555 33.768055555),1
"1951-1975","11th arrondissement of Paris",Point(2.379305555 48.858677777),1
"1951-1975",Ürümqi,Point(87.6125 43.8225),1
"1951-1975",Japan,Point(136.0 35.0),1
"1951-1975",Bazar-Korgon,Point(72.74 41.07),1
"1951-1975",Oakland,Point(-122.25 37.8),1
"1951-1975",Amasya,Point(35.833333333 40.65),1
"1951-1975",Molepolole,Point(25.4951 -24.4066),1
"1951-1975",Cuiabá,Point(-56.096944444 -15.595833333),1
"1951-1975",Schwerin,Point(11.415 53.628888888),1
"1951-1975",Galați,Point(28.0425 45.423333333),1
"1951-1975",Juchitán de Zaragoza,Point(-95.019444444 16.433333333),1
"1951-1975",Potsdam,Point(13.066666666 52.4),1
"1951-1975",Naska,Point(-74.93895 -14.83098),1
"1951-1975",Naska,Point(-74.943611111 -14.828888888),1
"1951-1975",Kerman,Point(57.067777777 30.291111111),1
"1951-1975",Düsseldorf,Point(6.772380555 51.231144444),1
"1951-1975",Toronto,Point(-79.386666666 43.670277777),2
"1951-1975",Mainz,Point(8.273611111 49.999444444),1
"1951-1975",Munich,Point(11.575 48.1375),7
"1951-1975",Hama,Point(36.75 35.133333333),1
"1951-1975",Ghazni,Point(68.423333333 33.549166666),1
"1951-1975",Kandahar,Point(65.5 31.0),1
"1951-1975",Ravenglass,Point(-3.411 54.354),1
"1951-1975",São Paulo,Point(-46.633947222 -23.550394444),6
"1951-1975",Vienna,Point(16.3725 48.208333333),7
"1951-1975",Beauvais,Point(2.0875 49.434166666),1
"1951-1975","13th arrondissement of Paris",Point(2.355555555 48.832222222),1
"1951-1975",Burnie,Point(145.891944444 -41.063611111),1
"1951-1975",Stockholm,Point(18.068611111 59.329444444),1
"1951-1975",Helsinki,Point(24.9375 60.170833333),1
"1951-1975",Dublin,Point(-6.260277777 53.349722222),1
"1951-1975",Molacillos,Point(-5.659166666 41.582777777),1
"1951-1975",Tallinn,Point(24.745 59.437222222),1
"1951-1975",Sabaneta,Point(-75.615 6.150833333),1
"1951-1975",Choluteca,Point(-87.184236111 13.301377777),1
"1951-1975",Budapest,Point(19.040833333 47.498333333),3
"1951-1975",Mitrovica,Point(20.866666666 42.883333333),1
"1951-1975",Rasht,Point(49.588611111 37.276111111),1
"1951-1975",Olching,Point(11.316666666 48.2),1
"1951-1975",Botoșani,Point(26.669444444 47.748611111),1
"1951-1975",Frankfurt,Point(8.682222222 50.110555555),3
"1951-1975",Bagpat district,Point(77.22 28.94),1
"1951-1975",Wrocław,Point(17.0325 51.11),1
"1951-1975",Sacramento,Point(-121.486111111 38.575277777),2
"1951-1975",Republic of Vietnam,Point(106.695277777 10.776944444),1
"1951-1975",Brahin District,Point(30.266666666 51.783333333),1
"1951-1975",Honolulu,Point(-157.857194444 21.304694444),1
"1951-1975",Talavera de la Reina,Point(-4.833333333 39.966666666),1
"1951-1975",Hrodna,Point(23.816666666 53.666666666),1
"1951-1975",Kaohsiung,Point(120.2975 22.615),1
"1951-1975",Réo,Point(-2.466666666 12.316666666),1
"1951-1975",Kumasi,Point(-1.625 6.7),1
"1951-1975",Baguio,Point(120.593333333 16.411944444),1
"1951-1975",Germany,Point(10.0 51.0),3
"1951-1975",Johor,Point(103.781111111 1.487222222),1
"1951-1975",Umlazi,Point(30.883333333 -29.966666666),1
"1951-1975",Ibadan,Point(3.916666666 7.396388888),1
"1951-1975",Waterford,Point(-7.119 52.2583),1
"1951-1975",Preston,Point(-2.698055555 53.759444444),1
"1951-1975",Brooklyn,Point(-73.990277777 40.692777777),7
"1951-1975",Queens,Point(-73.917777777 40.704166666),1
"1951-1975",The Bronx,Point(-73.873207 40.84676),1
"1951-1975",Staten Island,Point(-74.144838888 40.576280555),1
"1951-1975",Pushkino,Point(37.85 56.016666666),1
"1951-1975",Long Island,Point(-73.253616 40.805805),1
"1951-1975",Pervomaisk,Point(38.561944444 48.629722222),1
"1951-1975",Phnom Penh,Point(104.921027777 11.569583333),2
"1951-1975",Cholet,Point(-0.879722222 47.058888888),1
"1951-1975",Tétouan,Point(-5.366666666 35.566666666),1
"1951-1975",Ho Chi Minh City,Point(106.701944444 10.775555555),2
"1951-1975",Laghman,Point(70.2 34.66),1
"1951-1975",Mandalay,Point(96.084444444 21.983055555),1
"1951-1975",Hefei,Point(117.28083 31.86389),1
"1951-1975",Hanoi,Point(105.84117 21.0245),1
"1951-1975",Bangkok,Point(100.516666666 13.75),1
"1951-1975",Constantine,Point(6.614722222 36.365),2
"1951-1975",Odesa,Point(30.73262 46.47747),1
"1951-1975",Lubumbashi,Point(27.482777777 -11.664166666),1
"1951-1975",Pyongyang,Point(125.7475 39.016666666),1
"1951-1975",Maui,Point(-156.3 20.8),1
"1951-1975",Harlem,Point(-73.948372222 40.809033333),1
"1951-1975",León de Los Aldama,Point(-101.683333333 21.121944444),1
"1951-1975",Petrozavodsk,Point(34.35 61.783333333),2
"1951-1975",Bizerte,Point(9.873888888 37.274444444),1
"1951-1975",Cagliari,Point(9.116666666 39.216666666),1
"1951-1975",Kyiv,Point(30.523611111 50.45),3
"1951-1975",Ontario,Point(-85.0 50.0),1
"1951-1975",Chanute,Point(-95.456388888 37.676944444),1
"1951-1975",Petah Tikva,Point(34.883333333 32.083333333),1
"1951-1975",Trakai,Point(24.933333333 54.633333333),1
"1951-1975",Sulaymaniyah,Point(45.433333333 35.55),1
"1951-1975",Cihanbeyli,Point(32.92805556 38.65805556),1
"1951-1975",Boulder,Point(-105.292777777 40.019444444),1
"1951-1975",Ottawa,Point(-75.695 45.424722222),1
"1951-1975",Bulawayo,Point(28.566666666 -20.166666666),1
"1951-1975",Sioux Center,Point(-96.173333333 43.076666666),1
"1951-1975",Rubtsovsk,Point(81.2 51.516666666),1
"1951-1975",Rybinsk,Point(38.833333333 58.05),1
"1951-1975",Jorhat,Point(94.20306 26.75751),2
"1951-1975",Sergiyev Posad,Point(38.133333333 56.3),1
"1951-1975",Nalgonda,Point(79.27 17.05),1
"1951-1975",Changhua City,Point(120.533333333 24.066666666),1
"1951-1975",Yerevan,Point(44.514444444 40.181388888),4
"1951-1975",Slavyansk-na-Kubani,Point(38.124722222 45.258611111),1
"1951-1975",Khartoum,Point(32.52654 15.60308),2
"1951-1975",Bucharest,Point(26.097777777 44.413361111),2
"1951-1975",Tirana,Point(19.817777777 41.328888888),1
"1951-1975",Ben Slimane,Point(-7.12111111 33.61222222),1
"1951-1975",Ben Slimane,Point(-7.1246 33.62018),1
"1951-1975",British Columbia,Point(-124.5 54.5),1
"1951-1975",Windsor,Point(-64.129166666 44.980277777),1
"1951-1975",Sichuan,Point(103.0 30.0),2
"1951-1975",Don Chang,Point(102.7547 16.3726),1
"1951-1975",Puyango Canton,Point(-80.02244938 -4.016241685),1
"1951-1975",Balıkesir,Point(27.884166666 39.651111111),1
"1951-1975",Ajmer,Point(74.639 26.468),1
"1951-1975",Legden,Point(7.099722222 52.033055555),1
"1951-1975",Nikšić,Point(18.94 42.78),1
"1951-1975",Nikšić,Point(18.94446 42.7731),1
"1951-1975",Buzău,Point(26.816666666 45.151666666),1
"1951-1975",La Palma,Point(-17.866666666 28.666666666),1
"1951-1975",Arriaga,Point(-93.899473333 16.236065),1
"1951-1975",Tunceli,Point(39.548055555 39.106111111),1
"1951-1975",Oldham,Point(-2.118333333 53.544722222),1
"1951-1975",Salisbury,Point(-80.478611111 35.668333333),1
"1951-1975",Kingston,Point(-76.5 44.233333333),1
"1951-1975",Port Chester,Point(-73.668888888 41.005),1
"1951-1975",Salvador Mazza,Point(-63.7 -22.05),1
"1951-1975",Baxley,Point(-82.3475 31.7753),1
"1951-1975",Kurdistan Region,Point(44.0 36.183333333),1
"1951-1975",Barallobre,Point(-8.2016 43.2645),1
"1951-1975",London Borough of Islington,Point(-0.102222222 51.541666666),2
"1951-1975",Ilmenau,Point(10.914166666 50.687222222),1
"1951-1975",Essen,Point(7.013055555 51.450833333),1
"1951-1975",Rehovot,Point(34.807777777 31.891388888),1
"1951-1975",Croix-des-Bouquets,Point(-72.226944444 18.576111111),1
"1951-1975",Shillong,Point(91.878888888 25.574444444),1
"1951-1975",Leipzig,Point(12.375 51.34),2
"1951-1975",Maisons-Alfort,Point(2.437777777 48.805833333),1
"1951-1975",Santa Rosa de Lima,Point(-37.193888888 -10.645833333),1
"1951-1975",Ixelles - Elsene,Point(4.366944444 50.833055555),1
"1951-1975",Salihorsk District,Point(27.533333 52.816667),1
"1951-1975",Daegu,Point(128.601666666 35.871666666),1
"1951-1975",Edmonton,Point(-113.5 53.533333333),1
"1951-1975",England,Point(-1.0 53.0),2
"1951-1975",Vlaardingen,Point(4.35 51.916666666),1
"1951-1975",Bochum,Point(7.216666666 51.483333333),2
"1951-1975",Ciudad Nezahualcóyotl,Point(-99.01483 19.40061),1
"1951-1975",Port Jefferson,Point(-73.0622 40.9461),1
"1951-1975",Santa Clara,Point(-79.953055555 22.406666666),2
"1951-1975",Slough,Point(-0.593055555 51.509722222),1
"1951-1975",Entebbe,Point(32.46 0.05),1
"1951-1975",Aruba,Point(-69.97422388 12.51106253),1
"1951-1975",Bois-Colombes,Point(2.268333333 48.9175),1
"1951-1975",East Jerusalem,Point(35.23388 31.78336),1
"1951-1975",San Justo,Point(-60.583333333 -30.783333333),1
"1951-1975",Uitwellingerga,Point(5.7058 53.0033),1
"1951-1975",Negeri Sembilan,Point(102.25 2.75),1
"1951-1975",Pastaza Province,Point(-76.9 -1.7),1
"1951-1975",Gyula,Point(21.282777777 46.65),1
"1951-1975",Jaffna,Point(80.016666666 9.664722222),1
"1951-1975",Siverek,Point(39.316666666 37.75),1
"1951-1975",Moldova,Point(28.516667 47.25),1
"1951-1975",Port Harcourt,Point(7.0 4.75),1
"1951-1975",Siemiatycze,Point(22.8625 52.427222222),1
"1951-1975",Rome,Point(12.482777777 41.893055555),2
"1951-1975",Pskov,Point(28.333333333 57.816666666),1
"1951-1975",Matiguás,Point(-85.461608333 12.836911111),1
"1951-1975",Waspam,Point(-83.972622222 14.740691666),1
"1951-1975",Bukavu,Point(28.842777777 -2.490833333),2
"1951-1975",Bukavu,Point(28.866666666 -2.5),2
"1951-1975",Piura,Point(-80.625277777 -5.200833333),1
"1951-1975",Taiwan,Point(121.0 23.766666666),1
"1951-1975",Pont-l'Abbé,Point(-4.223055555 47.867222222),1
"1951-1975",Manuel,Point(-0.4909038 39.0513265),1
"1951-1975",Greater Rosario,Point(-60.666388888 -32.951111111),1
"1951-1975",Minsk,Point(27.561837 53.902246),6
"1951-1975",Ireland,Point(-7.921 53.351),1
"1951-1975",Alkhan-Kala,Point(45.539166666 43.258611111),1
"1951-1975",Mosbach,Point(9.133333 49.35),1
"1951-1975",Nakhchivan,Point(45.412222222 39.208888888),1
"1951-1975",Red Deer,Point(-113.811111111 52.268055555),1
"1951-1975",Kayanza,Point(29.616667 -2.916667),1
"1951-1975",Kayanza,Point(29.6293 -2.9221),1
"1951-1975",Cauca Department,Point(-76.85 2.283333333),1
"1951-1975",Leicestershire,Point(-1.183333333 52.716666666),1
"1951-1975",Nashville,Point(-86.774444444 36.162222222),1
"1951-1975",Kazakhstan,Point(68.0 48.0),1
"1951-1975",Modasa,Point(73.3 23.47),1
"1951-1975",Walthamstow,Point(-0.0211 51.584),1
"1951-1975",Surrey,Point(-0.45 51.25),1
"1951-1975",Kent,Point(0.73 51.19),1
"1951-1975",Saltburn-by-the-Sea,Point(-0.9732 54.5828),1
"1951-1975",La Carlota,Point(-63.2934951 -33.4179364),1
"1951-1975",Edinburgh,Point(-3.189166666 55.953333333),1
"1951-1975",Misantla,Point(-96.851944444 19.93),1
"1951-1975",Marseille,Point(5.376388888 43.296666666),1
"1951-1975",San Calixto,Point(-73.207777777 8.402777777),1
"1951-1975",Mérida,Point(-71.133333333 8.583333333),1
"1951-1975",Atlanta,Point(-84.390277777 33.756944444),2
"1951-1975",Podgorica,Point(19.262777777 42.441388888),1
"1951-1975",Annonay,Point(4.670833333 45.24),1
"1951-1975",Bahushewsk,Point(30.212222222 54.843333333),1
"1951-1975",Spangler,Point(-78.779444444 40.655833333),1
"1951-1975",Siaya,Point(34.289444 0.060556),1
"1951-1975",Hato Mayor del Rey,Point(-69.267 18.767),1
"1951-1975",Temerloh,Point(102.416666666 3.45),1
"1951-1975",Ustia,Point(29.128333333 47.255),1
"1951-1975",Pinar del Río,Point(-83.671944444 22.412222222),1
"1951-1975",Sangrur,Point(75.833333333 30.233333333),1
"1951-1975",Tlapa de Comonfort,Point(-98.582093672 17.547192125),1
"1951-1975",Mogadishu,Point(45.341944444 2.039166666),1
"1951-1975",Bellavista,Point(-77.1286283 -12.0623905),1
"1951-1975",Vancouver,Point(-123.113888888 49.260833333),1
"1951-1975",Manyas,Point(27.978333333 40.055555555),1
"1951-1975",Athy,Point(-6.99 52.99),1
"1951-1975",Eichstätt,Point(11.183888888 48.891944444),1
"1951-1975",Gothenburg,Point(11.9675 57.7075),1
"1951-1975",Oberpullendorf,Point(16.516666666 47.5),1
"1951-1975",Trenton,Point(-74.765833333 40.220277777),1
"1951-1975",Newark,Point(-74.185 40.735277777),1
"1951-1975",Peuerbach,Point(13.774166666 48.345555555),1
"1951-1975",Linköping,Point(15.625656134 58.409418037),1
"1951-1975",Stavanger,Point(5.731388888 58.97),1
"1951-1975",Kogo,Point(9.7 1.083333333),1
"1951-1975",La Esperanza,Point(-88.176786111 14.308102777),1
"1951-1975",Larchmont,Point(-73.75278 40.92583),1
"1951-1975",Manicaragua,Point(-79.976388888 22.15),1
"1951-1975",South Africa,Point(24.0 -29.0),2
"1951-1975",Kostroma,Point(40.926944444 57.768055555),1
"1951-1975",Canals,Point(-62.889166666 -33.565277777),1
"1951-1975",Namhae County,Point(127.894444444 34.839444444),1
"1951-1975",Fuqing,Point(119.37347 25.72316),1
"1951-1975",Turrialba,Point(-83.6806611 9.8897121),1
"1951-1975",Nyanza District,Point(29.79451 -2.33692),1
"1951-1975",Naples,Point(14.248611111 40.835833333),1
"1951-1975",Nitra,Point(18.0875 48.314722222),1
"1951-1975",Sers,Point(45.47972222 39.56277778),1
"1951-1975",Cuetzalan,Point(-97.521111111 20.018611111),1
"1951-1975",Rosales Municipality,Point(-105.766666666 28.233333333),1
"1951-1975",Zahlé,Point(35.907222222 33.843888888),1
"1951-1975",Ciudad Juárez,Point(-106.485 31.745),1
"1951-1975",Swabi,Point(72.466666666 34.116666666),1
"1951-1975",Gomel,Point(30.983333333 52.441666666),1
"1951-1975",Isparta Province,Point(30.960833333 37.956666666),1
"1951-1975",Republic of Ireland,Point(-8.0 53.0),1
"1951-1975",Warsaw,Point(21.011111111 52.23),4
"1951-1975","8th arrondissement of Paris",Point(2.311111111 48.874166666),1
"1951-1975",Scranton,Point(-75.6624122 41.408969),1
"1951-1975",El Kef,Point(8.7 36.166666666),1
"1951-1975",Podgorac,Point(21.945 43.94416667),1
"1951-1975",Jaghori District,Point(67.453611111 33.133055555),1
"1951-1975",Jaghori District,Point(67.46384 33.14341),1
"1951-1975",Bou Arada,Point(9.62 36.35),1
"1951-1975",Münster,Point(7.625555555 51.9625),1
"1951-1975",West Runton,Point(1.24405 52.9377),1
"1951-1975",Mönchengladbach,Point(6.433333333 51.2),1
"1951-1975",Brunswick,Point(10.521111111 52.269166666),1
